,Title,Publisher,Resource,Jurisdiction_x,Portal,0_Data_desc,0_Data_format,0_Data_page,0_Data_title,0_Data_url,1_Data_desc,1_Data_format,1_Data_page,1_Data_title,1_Data_url,2_Data_desc,2_Data_format,2_Data_page,2_Data_title,2_Data_url,3_Data_desc,3_Data_format,3_Data_page,3_Data_title,3_Data_url,4_Data_desc,4_Data_format,4_Data_page,4_Data_title,4_Data_url,5_Data_desc,5_Data_format,5_Data_page,5_Data_title,5_Data_url,6_Data_desc,6_Data_format,6_Data_page,6_Data_title,6_Data_url,7_Data_format,7_Data_page,7_Data_title,7_Data_url,8_Data_format,8_Data_page,8_Data_title,8_Data_url,Contact Point,Data Portal,Data Status,Date Published,Date Updated,Description,Field,Fields of Research,Geospatial Coverage,Geospatial Topics,Jurisdiction_y,Landing Page,Language,Licence,Publisher/Agency,RDF,Tag_0,Tag_1,Tag_10,Tag_11,Tag_12,Tag_13,Tag_14,Tag_15,Tag_16,Tag_17,Tag_18,Tag_19,Tag_2,Tag_20,Tag_21,Tag_22,Tag_23,Tag_24,Tag_25,Tag_26,Tag_27,Tag_28,Tag_29,Tag_3,Tag_30,Tag_31,Tag_32,Tag_33,Tag_34,Tag_35,Tag_36,Tag_37,Tag_38,Tag_39,Tag_4,Tag_40,Tag_41,Tag_5,Tag_6,Tag_7,Tag_8,Tag_9,Temporal Coverage,Type,URL,Update Frequency
125,IMOS SOOP Underway Data from AIMS Vessel RV Solander Trip 5941 From 08 Apr 2014 To 27 Apr 2014,Australian Institute of Marine Science                 ,HTML, Commonwealth of Australia, Australian Institute of Marine Science CSW Harvester,,HTML,https://data.gov.au/dataset/imos-soop-underway-data-from-aims-vessel-rv-solander-trip-5941-from-08-apr-2014-to-27-apr-2014/resource/7f8a439e-9de0-4449-8d03-5987c25157e5,Automatically Checked Underway Data - RV Solander Trip 5941 From 08 Apr 2014 Until 02 May 2014 (Quality Controlled Data),"http://data.aims.gov.au/aimsrtds/datatool.xhtml?qc=level1&channels=36058,36057,36059,36060",,KML,https://data.gov.au/dataset/imos-soop-underway-data-from-aims-vessel-rv-solander-trip-5941-from-08-apr-2014-to-27-apr-2014/resource/0aa26d26-8904-4e0a-b355-9179463548ee,Google Earth KML for trip:5941,http://data.aims.gov.au/gbroosdata/services/kml/underway/5941/level1,WMS Layer for underway data from trip:5941 from 08 Apr 2014 until 27 Apr 2014,WMS,https://data.gov.au/dataset/imos-soop-underway-data-from-aims-vessel-rv-solander-trip-5941-from-08-apr-2014-to-27-apr-2014/resource/0a4e2cb8-dc4e-44d8-9122-76c62aa250b0,aims:AIMS_TRIP_5941,http://maps.aims.gov.au/geoserver/wms,,HTML,https://data.gov.au/dataset/imos-soop-underway-data-from-aims-vessel-rv-solander-trip-5941-from-08-apr-2014-to-27-apr-2014/resource/fff277cc-fa4f-4858-be67-1aba0c115adc,Point of truth URL of this metadata record,http://data.aims.gov.au/metadataviewer/faces/view.xhtml?uuid=8065d05c-75d6-4c75-9208-bed1978e4c38,,,,,,,,,,,,,,,,,,,,,,,,  Australian Institute of Marine Science  reception@aims.gov.au  , Australian Institute of Marine Science CSW Harvester, inactive,2017-06-24,2017-10-09,'Ships of Opportunity' (SOOP) is a facility of the Australian 'Integrated Marine Observing System' (IMOS) project. This data set was collected by the SOOP sub-facility 'Sensors on Tropical Research Vessels' aboard the RV Solander Trip 5941.,None,," {""type"": ""Point"", ""coordinates"": [130.853, -12.4651]}",, Commonwealth of Australia,https://data.gov.au/dataset/22e3761c-ab88-4001-8eba-c2e8d0023bc0 ,English, Creative Commons Attribution 2.5 Australia ,Australian Institute of Marine Science                 ,https://data.gov.au/dataset/22e3761c-ab88-4001-8eba-c2e8d0023bc0.rdf,Bathymetry,Bathymetry%2FSeafloor Topography,Ocean Temperature,Oceanography,Oceans,Physical Oceanography,Pigments %2C Chlorophyll,SOOP-TRV,Salinity%2FDensity,Sensors on Tropical Research Vessels,Thermosalinographs,Turbidity,Biological Oceanography,Water Temperature,,,,,,,,,,Chemical Oceanography,,,,,,,,,,,Conductivity,,,EARTH SCIENCES,Fluorescence,IMOS Sub-Facility,Ocean Chemistry,Ocean Optics,,Dataset,https://data.gov.au/dataset/imos-soop-underway-data-from-aims-vessel-rv-solander-trip-5941-from-08-apr-2014-to-27-apr-2014, asNeeded
126,"Cambro-Ordovician conodonts from the Burke River structural belt, Queensland",Geoscience Australia                 ,PDF, Commonwealth of Australia, Geoscience Australia CSW Harvester,Bulletin (pdf),PDF,https://data.gov.au/dataset/cambro-ordovician-conodonts-from-the-burke-river-structural-belt-queensland/resource/5338e53e-fd24-41b0-bffd-fc5a43605432,File download,https://d28rz98at9flks.cloudfront.net/139/Bull_110.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,  Geoscience Australia  clientservices@ga.gov.au  , Geoscience Australia CSW Harvester, inactive,2017-06-25,2017-06-25,"Conodonts from the Upper Cambrian Chatsworth Limestone and Gola Beds and the Lower Ordovician (Tremadocian) Ninmaroo Formation were examined in order to determine the sequence of conodont species. Over 5000 specimens from 600 trough-samples representing a total of 10,000 feet of section were identified. Fifty-three species are described, of which 13 are new and 2 have been given open nomenclature. They are referred to 16 genera, of which one, Strigaconus, is new, and two are indeterminate. No Assemblage Zones could be erected for the Upper Cambrian. However, six Assemblage Zones (in ascending order - Cordylodus proavus, Oneotodus bicuspatus-Drepanodus simplex, Cordylodus oklahomensis-C. findstromi, Cordylodus prion-Scolopodus, Cordylodlls rotundatusC. anglllatus, and Chosonodina herfllrthi-AcodllS) are erected in the Tremadocian. Comparison of our zones with previously described conodont sequences from Europe, North America, and Korea shows that they can be used for intercontinental correlation. Local correlation of sections sampled over a distance of 59 miles shows a diachronous rise of the- lithological members of the Ninmaroo Formation to the south. The phylogenetic relationships of Upper Cambrian and Tremadocian conodont species are discussed. Two root-stocks are recognized in the Upper Cambrian - the coelocerodontids, and the westergaardodinids. A development from a coelocerodontid ancestor of Oneotodus nakamllrai Nogami gave rise to the majority of Tremadocian species, which are characterized by diverse cordylodids and scolopodids. The minor westergaardodinid root-stock gave rise to only two species of Chosonodina. Rates of sedimentation (calculated from the thicknesses of the conodont Assemblage Zones) show a general decrease upwards throughout the sequence, and a decrease southwards along the outcrop, from Black Mountain to Mount Datson.",None,," {""type"": ""Polygon"", ""coordinates"": [[[138.0, -28.5], [153.0, -28.5], [153.0, -10.0], [138.0, -10.0], [138.0, -28.5]]]}",, Commonwealth of Australia,https://data.gov.au/dataset/530da728-8a13-4858-bad7-d2beea092473 ,English, Creative Commons Attribution 4.0 International ,Geoscience Australia                 ,https://data.gov.au/dataset/530da728-8a13-4858-bad7-d2beea092473.rdf,AU-QLD,Bulletin,,,,,,,,,,,Earth Sciences,,,,,,,,,,,GA Publication,,,,,,,,,,,,,,,,,,,,Dataset,https://data.gov.au/dataset/cambro-ordovician-conodonts-from-the-burke-river-structural-belt-queensland, unknown
127,"Report on tour of Malayan tin mining areas 27th March - 19th April, 1962",Geoscience Australia                 ,PDF, Commonwealth of Australia, Geoscience Australia CSW Harvester,Record (pdf),PDF,https://data.gov.au/dataset/report-on-tour-of-malayan-tin-mining-areas-27th-march-19th-april-1962/resource/f57bc219-967b-4f31-b7a4-6182fb9118c7,File download,https://d28rz98at9flks.cloudfront.net/10995/Rec1962_106.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,  Geoscience Australia  clientservices@ga.gov.au  , Geoscience Australia CSW Harvester, inactive,2017-06-25,2017-06-25,Legacy product - no abstract available,None,,,, Commonwealth of Australia,https://data.gov.au/dataset/2dfea033-2916-4bf8-94af-f71ea61c5756 ,English, Creative Commons Attribution 4.0 International ,Geoscience Australia                 ,https://data.gov.au/dataset/2dfea033-2916-4bf8-94af-f71ea61c5756.rdf,Earth Sciences,GA Publication,,,,,,,,,,,Record,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dataset,https://data.gov.au/dataset/report-on-tour-of-malayan-tin-mining-areas-27th-march-19th-april-1962, unknown
128,"Geology and foundation conditions at the Secretariat building site, Canberra",Geoscience Australia                 ,PDF, Commonwealth of Australia, Geoscience Australia CSW Harvester,Record (pdf),PDF,https://data.gov.au/dataset/geology-and-foundation-conditions-at-the-secretariat-building-site-canberra/resource/31be25f4-da5e-40a6-86f7-50818ba733fb,File download,https://d28rz98at9flks.cloudfront.net/12223/Rec1968_111.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,  Geoscience Australia  clientservices@ga.gov.au  , Geoscience Australia CSW Harvester, inactive,2017-06-25,2017-06-25,Legacy product - no abstract available,None,," {""type"": ""Polygon"", ""coordinates"": [[[148.5, -36.0], [150.0, -36.0], [150.0, -35.0], [148.5, -35.0], [148.5, -36.0]]]}",, Commonwealth of Australia,https://data.gov.au/dataset/e60a15ff-24fe-4e3c-8fa2-9932868d0649 ,English, Creative Commons Attribution 4.0 International ,Geoscience Australia                 ,https://data.gov.au/dataset/e60a15ff-24fe-4e3c-8fa2-9932868d0649.rdf,AU-ACT,Earth Sciences,,,,,,,,,,,GA Publication,,,,,,,,,,,Record,,,,,,,,,,,geology,,,,,,,,,Dataset,https://data.gov.au/dataset/geology-and-foundation-conditions-at-the-secretariat-building-site-canberra, unknown
129,Mooring of off-shore drilling vessels,Geoscience Australia                 ,PDF, Commonwealth of Australia, Australian Oceans Data Network CSW Harvester,Record (pdf),PDF,https://data.gov.au/dataset/mooring-of-off-shore-drilling-vessels/resource/1ca94cfc-3566-4785-a301-8364b0539bd7,Record (pdf),https://d28rz98at9flks.cloudfront.net/12129/Rec1968_017.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,  Geoscience Australia  sales@ga.gov.au  , Australian Oceans Data Network CSW Harvester, inactive,2017-06-24,2017-06-24,Legacy product - no abstract available,None,,,, Commonwealth of Australia,https://data.gov.au/dataset/826c493f-e70a-4bb1-9343-a8f198ac6cb7 ,English, Creative Commons Attribution 4.0 International ,Geoscience Australia                 ,https://data.gov.au/dataset/826c493f-e70a-4bb1-9343-a8f198ac6cb7.rdf,Earth Sciences,GA Publication,,,,,,,,,,,Record,,,,,,,,,,,marine,,,,,,,,,,,marine survey,,,,,,,,,Dataset,https://data.gov.au/dataset/mooring-of-off-shore-drilling-vessels, asNeeded
130,"Airborne magnetic and radiometric survey: Bendigo, Wangaratta and Tallangatta, Victoria, 1972",Geoscience Australia                 ,PDF, Commonwealth of Australia, Geoscience Australia CSW Harvester,Record (pdf),PDF,https://data.gov.au/dataset/airborne-magnetic-and-radiometric-survey-bendigo-wangaratta-and-tallangatta-victoria-1972/resource/cc3d36f3-8148-4aec-bebc-adf2abf711fd,File download,https://d28rz98at9flks.cloudfront.net/13422/Rec1976_002.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,  Geoscience Australia  clientservices@ga.gov.au  , Geoscience Australia CSW Harvester, inactive,2017-06-25,2017-06-25,Legacy product - no abstract available,None,,,, Commonwealth of Australia,https://data.gov.au/dataset/c245abf1-a2a4-4a87-8d5a-899e36539b71 ,English, Creative Commons Attribution 4.0 International ,Geoscience Australia                 ,https://data.gov.au/dataset/c245abf1-a2a4-4a87-8d5a-899e36539b71.rdf,AU-VIC,Earth Sciences,,,,,,,,,,,GA Publication,,,,,,,,,,,Record,,,,,,,,,,,geophysics,,,,,,,,,Dataset,https://data.gov.au/dataset/airborne-magnetic-and-radiometric-survey-bendigo-wangaratta-and-tallangatta-victoria-1972, unknown
131,Australian Geomagnetism Report 1989 Volume 37 Number  7,Geoscience Australia                 ,PDF, Commonwealth of Australia, Geoscience Australia CSW Harvester,Download the file (pdf),PDF,https://data.gov.au/dataset/australian-geomagnetism-report-1989-volume-37-number-7/resource/6df5b0e4-d429-4902-bedc-f5a60c79cfba,File download,https://d28rz98at9flks.cloudfront.net/72536/Geomag1989_v37_n07.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,  Geoscience Australia  clientservices@ga.gov.au  , Geoscience Australia CSW Harvester, inactive,2017-06-25,2017-06-25,These documents have been scanned by the GA Library. Please refer to the document for contents.,None,," {""type"": ""Polygon"", ""coordinates"": [[[96.0, -44.0], [168.0, -44.0], [168.0, -9.0], [96.0, -9.0], [96.0, -44.0]]]}",, Commonwealth of Australia,https://data.gov.au/dataset/38853bf8-2a84-4c01-a18d-7520d5414371 ,English, Creative Commons Attribution 4.0 International ,Geoscience Australia                 ,https://data.gov.au/dataset/38853bf8-2a84-4c01-a18d-7520d5414371.rdf,AU,Earth Sciences,,,,,,,,,,,GA Publication,,,,,,,,,,,Report,,,,,,,,,,,,,,,,,,,,Dataset,https://data.gov.au/dataset/australian-geomagnetism-report-1989-volume-37-number-7, unknown
132,AUSGeoid98 v.1.0 data files: St Arnaud (sj54-04),Geoscience Australia                 ,ZIP, Commonwealth of Australia, Geoscience Australia CSW Harvester,Download the file (.dat),ZIP,https://data.gov.au/dataset/ausgeoid98-v-1-0-data-files-st-arnaud-sj54-04/resource/b4e5dbb5-9a17-487f-ae2d-9d6664906629,File download,https://d28rz98at9flks.cloudfront.net/62867/62867_sj54-04.zip,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,  Geoscience Australia  clientservices@ga.gov.au  , Geoscience Australia CSW Harvester, inactive,2017-06-25,2017-06-25,"AUSGeoid98 data files contain a 2 minute grid of AUSGeoid98 data covering the Australian region, which you can use to interpolate geoid-ellipsoid separations for the positions required.You can use your own interpolation software, or you can use Geoscience Australia's Windows Interpolation software (Winter). The data files are text files in a standard format that cover the same area as standard topographic map areas. Files covering both 1:250,000 (approximately 100 x 150 km) and 1:1,000,000 (approximately 400 x 600 km) map areas are available. There is a 4 minute overlap on all sides of each area. Data format: AUSGeoid98 data files have a header record at the start of each file, to distinguish them from the superseded AUSGeoid93 data files. AUSGeoid98 data files show the geoid-ellipsoid separation to 3 decimal places, while the superseded AUSGeoid93 data files showed only 2 decimal places. AUSGeoid98 deflections of the vertical were computed from the geoid-ellipsoid separation surface, while the AUSGeoid93 deflections of the vertical were computed from OSU91A.",None,," {""type"": ""Polygon"", ""coordinates"": [[[142.5, -37.0], [144.0, -37.0], [144.0, -36.0], [142.5, -36.0], [142.5, -37.0]]]}",, Commonwealth of Australia,https://data.gov.au/dataset/17f065c8-4fb1-47bb-9da8-78e7bd592c64 ,English, Creative Commons Attribution 4.0 International ,Geoscience Australia                 ,https://data.gov.au/dataset/17f065c8-4fb1-47bb-9da8-78e7bd592c64.rdf,AU,AUSGeoid98,,,,,,,,,,,Geodesy,,,,,,,,,,,Geodetic Data,,,,,,,,,,,dataset,,,geodesy,,,,,,Dataset,https://data.gov.au/dataset/ausgeoid98-v-1-0-data-files-st-arnaud-sj54-04, unknown
133,Technology selection for remediation of organic pollutants,Geoscience Australia                 ,PDF, Commonwealth of Australia, Geoscience Australia CSW Harvester,Journal article (pdf),PDF,https://data.gov.au/dataset/technology-selection-for-remediation-of-organic-pollutants/resource/0880e4f2-8ecc-45d3-8bd3-a774a3b384a8,File download,https://d28rz98at9flks.cloudfront.net/81354/Jou1993_v14_n2-3_p227.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,  Geoscience Australia  clientservices@ga.gov.au  , Geoscience Australia CSW Harvester, inactive,2017-06-25,2017-06-25,"This paper outlines acceptable and proven remedial technologies applied by the author throughout Australia and overseas in the treatment of organic pollutants which have impacted the subsurface in a wide range of industrial sites.  It is reinforced that the treatment of groundwater is rarely accomplished without recognition of the source of impact, which in the majority of industrial applications involves an initial impact to the soils. This is a simple, but often overlooked fact, particularly when practitioners are focussed towards one branch of science. The need for integrated chemical, hydrogeological, microbiological and toxicological risk-driven approaches to clean up are reinforced.  The need for an appreciation of the initial database, the closure goals, time and cost factors need to be reviewed in determining successful remediation.  Discussion on the applicability of various proven technologies is addressed and emerging technologies are also treated.",None,,,, Commonwealth of Australia,https://data.gov.au/dataset/fec48638-e70e-4b4d-8c4d-5e2bc3fa6f98 ,English, Creative Commons Attribution 4.0 International ,Geoscience Australia                 ,https://data.gov.au/dataset/fec48638-e70e-4b4d-8c4d-5e2bc3fa6f98.rdf,Earth Sciences,GA Publication,,,,,,,,,,,Journal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dataset,https://data.gov.au/dataset/technology-selection-for-remediation-of-organic-pollutants, unknown
134,Elliston 1:250 000 topographic map,Geoscience Australia                 ,ZIP, Commonwealth of Australia, Geoscience Australia CSW Harvester,Download the map (ecw),ZIP,https://data.gov.au/dataset/elliston-1-250-000-topographic-map/resource/d555c66d-ee34-4038-86d2-fb41a0322f0d,File download,https://d28rz98at9flks.cloudfront.net/45492/45492_si53-06_ecw.zip,Download the map (GeoPDF),ZIP,https://data.gov.au/dataset/elliston-1-250-000-topographic-map/resource/c43c59e3-9761-46bf-87dc-253487bb03f2,File download,https://d28rz98at9flks.cloudfront.net/45492/45492_si53-06_pdf.zip,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,  Geoscience Australia  clientservices@ga.gov.au  , Geoscience Australia CSW Harvester, inactive,2017-06-25,2017-06-25,"This map is part of the series that covers the whole of Australia at a scale of 1:250 000 (1cm on a map represents 2.5 km on the ground) and comprises 513 maps. This is the largest scale at which published topographic maps cover the entire continent. Each standard map covers an area of 1.5 degrees longitude by 1 degree latitude or about 150 kilometres from east to west and 110 kilometres from north to south. There are about 50 special maps in the series and these maps cover a non-standard area. Typically, where a map produced on standard sheet lines is largely ocean it is combined with its landward neighbour. These maps contain natural and constructed features including road and rail infrastructure, vegetation, hydrography, contours (interval 50m), localities and some administrative boundaries. The topographic map and data index shows coverage of the sheets. Product Specifications Coverage: The series covers the whole of Australia with 513 maps. Currency: Ranges from 1995 to 2009. 95% of maps have a reliability date of 1994 or later. Coordinates: Geographical and either AMG or MGA (post-1993) Datum: AGD66, GDA94, AHD. Projection: Universal Traverse Mercator (UTM) Medium: Paper, flat and folded copies.",None,," {""type"": ""Polygon"", ""coordinates"": [[[133.5, -34.0], [135.0, -34.0], [135.0, -33.0], [133.5, -33.0], [133.5, -34.0]]]}",, Commonwealth of Australia,https://data.gov.au/dataset/2141caa1-71ee-4902-877e-ae86c594c86c ,English, Creative Commons Attribution 4.0 International ,Geoscience Australia                 ,https://data.gov.au/dataset/2141caa1-71ee-4902-877e-ae86c594c86c.rdf,250K scale,AU-SA,,,,,,,,,,,Topographic Map,,,,,,,,,,,Topology,,,,,,,,,,,topography,,,,,,,,,Dataset,https://data.gov.au/dataset/elliston-1-250-000-topographic-map, unknown
135,Digital Elevation Model (DEM) of Australia derived from SRTM with 1 Second Grid - Smoothed Percentage Slope WMS,Geoscience Australia                 ,WMS, Commonwealth of Australia, Geoscience Australia CSW Harvester,,WMS,https://data.gov.au/dataset/digital-elevation-model-dem-of-australia-derived-from-srtm-with-1-second-grid-smoothed-percenta/resource/a2719357-4e7d-4ee9-9370-30e31f642ed5,http://services.ga.gov.au/gis/services/DEM_SRTM_1Second_Slope/MapServer/WMSServer?request=GetCapabilities&service=WMS,http://services.ga.gov.au/gis/services/DEM_SRTM_1Second_Slope/MapServer/WMSServer?request=GetCapabilities&service=WMS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,  Geoscience Australia  clientservices@ga.gov.au  , Geoscience Australia CSW Harvester, inactive,2018-03-05,2018-03-05,"This service represents the National Digital Elevation Model (DEM) 1 Second Percentage Slope product, derived from the National DEM SRTM 1 Second. Slope measures the inclination of the land surface from the horizontal. Percent slope represents this inclination as the ratio of change in height to distance.",None,," {""type"": ""Polygon"", ""coordinates"": [[[112.0, -44.0], [154.0, -44.0], [154.0, -9.0], [112.0, -9.0], [112.0, -44.0]]]}",, Commonwealth of Australia,https://data.gov.au/dataset/92673eec-6bfe-4463-95ff-54dae658d4c2 ,English, Other ,Geoscience Australia                 ,https://data.gov.au/dataset/92673eec-6bfe-4463-95ff-54dae658d4c2.rdf,Australia,DEM,,,,,,,,,,,ECOLOGY Landscape,,,,,,,,,,,Earth Sciences,,,,,,,,,,,Elevation,,,LAND Topography Models,SRTM,Slope,web service,,,Dataset,https://data.gov.au/dataset/digital-elevation-model-dem-of-australia-derived-from-srtm-with-1-second-grid-smoothed-percenta, unknown
